Model,DPO2004B,,,
Firmware Version,1.56,,,
,,,,
Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.0002,,,
Sample Interval,1.60E-08,,,
Filter Frequency,7.00E+07,,,
Record Length,125000,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.2,,0.02,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
8.66E-04,0.012,-0.004,-0.0012,-0.0052
8.66E-04,0.004,0.012,-0.0004,0.0084
8.66E-04,0.004,-0.004,0.0004,-0.0044
8.66E-04,0.012,0.012,-0.0012,0.0028
8.66E-04,0.004,-0.004,0.0004,-0.002
8.66E-04,0.004,0.012,-0.002,0.002
8.66E-04,0.004,-0.004,0.0004,-0.0076
8.66E-04,0.004,0.012,0.0012,0.0092
8.66E-04,0.012,-0.004,0.0028,-0.0028
8.66E-04,0.004,0.012,-0.002,0.0068
8.66E-04,-0.004,-0.004,0.0052,-0.002
8.66E-04,-0.004,0.012,0.006,0.0028
8.66E-04,0.004,-0.004,0.002,-0.0028
8.66E-04,0.004,0.012,0.0012,0.0076
8.66E-04,-0.004,0.004,0.0012,-0.0004
8.66E-04,-0.004,0.012,0.0012,0.0044
8.66E-04,0.004,-0.004,0.0076,-0.0092
8.66E-04,0.004,0.02,0.0028,0.0092
8.66E-04,0.004,0.004,0.0012,-0.0036
8.66E-04,-0.004,0.012,0.0012,0.0092
8.67E-04,0.004,-0.004,0.0092,-0.0004
8.67E-04,0.012,0.012,-0.0012,0.0036
8.67E-04,0.004,-0.004,-0.0004,-0.0036
8.67E-04,0.004,0.012,0.0004,0.0092
8.67E-04,0.012,-0.004,0.0012,-0.0036
8.67E-04,0.004,0.012,0.0044,0.0052
8.67E-04,0.004,-0.004,0.0052,-0.0028
8.67E-04,-0.004,0.012,-0.0028,0.0044
8.67E-04,-0.004,-0.012,-0.0028,-0.0092
8.67E-04,-0.004,0.012,0.0012,0.0076
8.67E-04,0.012,-0.004,-0.0044,-0.0036
8.67E-04,0.004,0.004,-0.0084,0.0084
8.67E-04,0.004,-0.004,0.0012,-0.0116
8.67E-04,0.004,0.012,0.0004,0.0116
8.67E-04,0.004,-0.004,0.002,-0.006
8.67E-04,0.004,0.012,0.0012,0.0124
8.67E-04,0.004,-0.004,-0.0052,-0.002
8.67E-04,-0.004,0.012,0.006,0.0044
8.67E-04,0.004,-0.004,0.0044,-0.0068
8.67E-04,-0.004,0.012,0.002,0.006
8.67E-04,-0.004,-0.004,0.0012,-0.0036
8.67E-04,0.004,0.012,0.0068,0.0076
8.67E-04,-0.004,-0.004,0.0052,-0.0028
8.67E-04,0.004,0.012,0.0028,0.0068
8.67E-04,0.004,-0.004,-0.0012,-0.0044
8.67E-04,-0.004,0.004,0.0004,0.0092
8.67E-04,0.004,-0.004,0.0068,-0.0028
8.67E-04,0.004,0.004,0.0084,0.0044
8.67E-04,0.012,-0.004,0.0012,-0.0076
8.67E-04,0.004,0.012,0.0004,0.0092
8.67E-04,0.004,-0.004,0.0044,-0.0036
8.67E-04,0.004,0.012,0.0028,0.0068
8.67E-04,0.004,-0.004,-0.0012,-0.0004
8.67E-04,0.004,0.012,-0.0012,0.0044
8.67E-04,0.004,-0.004,0.0012,-0.0028
8.67E-04,0.004,0.012,0.0028,0.0108
8.67E-04,0.004,0.004,-0.0004,-0.0004
8.67E-04,-0.004,0.012,-0.006,0.0076
8.67E-04,0.004,-0.004,-0.002,-0.006
8.67E-04,-0.004,0.012,0.0028,0.0092
8.67E-04,0.004,-0.004,0.0052,-0.0084
8.67E-04,0.004,0.012,0.0044,0.0108
8.67E-04,0.004,-0.004,-0.0012,-0.0028
8.67E-04,-0.004,0.012,0.0028,0.0068
8.67E-04,-0.012,-0.012,-0.0068,-0.0036
8.67E-04,-0.004,0.012,0.0036,0.006
8.67E-04,-0.004,-0.012,0.0052,-0.0132
8.67E-04,-0.004,0.012,0.01,0.0092
8.67E-04,-0.004,-0.012,0.0036,-0.0116
8.67E-04,-0.004,0.02,-0.0028,0.014
8.67E-04,-0.004,-0.004,-0.0052,-0.0084
8.67E-04,-0.004,0.012,0.0036,0.0092
8.67E-04,-0.012,-0.012,0.01,-0.0092
8.67E-04,-0.004,0.02,0.0068,0.0036
8.67E-04,-0.004,-0.012,-0.0068,-0.0108
8.67E-04,-0.004,0.012,-0.0068,0.0124
8.67E-04,-0.004,-0.012,-0.0012,-0.0108
8.67E-04,0.012,0.012,-0.0148,0.006
8.67E-04,0.004,-0.012,-0.0092,-0.0148
8.67E-04,0.004,0.012,-0.0124,0.0092
8.67E-04,0.004,-0.004,-0.0052,-0.014
8.67E-04,-0.004,0.02,0.0084,0.0132
8.68E-04,0.004,-0.004,0.0068,-0.018
8.68E-04,-0.004,0.004,-0.0004,0.0172
8.68E-04,-0.004,-0.004,-0.0012,-0.0084
8.68E-04,-0.004,0.012,0.0028,0.01
8.68E-04,0.004,-0.004,0.0004,-0.0052
8.68E-04,-0.004,0.004,-0.0004,0.0068
8.68E-04,-0.004,-0.004,0.002,-0.002
8.68E-04,-0.004,0.004,-0.0052,0.0036
8.68E-04,0.004,-0.004,0.0052,-0.0076
8.68E-04,0.004,0.012,0.0044,0.0052
8.68E-04,-0.004,-0.004,0.0004,-0.0076
8.68E-04,-0.012,0.012,0.002,0.0068
8.68E-04,-0.004,-0.012,0.0076,-0.0004
8.68E-04,0.004,0.012,0.0028,0.0028
8.68E-04,0.004,-0.004,0.0004,-0.0052
8.68E-04,0.004,0.012,0.0004,0.0084
8.68E-04,0.004,-0.004,-0.0004,-0.0036
8.68E-04,0.004,0.012,0.0052,0.0052
8.68E-04,0.004,-0.004,0.0044,-0.0012
8.68E-04,0.004,0.012,-0.0028,0.0052
8.68E-04,-0.004,-0.004,0.0004,-0.006
8.68E-04,0.004,0.012,0.0028,0.0068
8.68E-04,0.004,-0.004,-0.0012,-0.0044
8.68E-04,-0.004,0.004,-0.0036,0.006
8.68E-04,-0.004,-0.004,-0.0004,-0.0036
8.68E-04,0.004,0.012,0.0036,0.01
8.68E-04,0.004,-0.004,0.0044,-0.0044
8.68E-04,0.004,0.012,0.0028,0.0084
8.68E-04,0.004,-0.004,-0.0052,-0.0004
8.68E-04,0.004,0.012,0.0044,0.006
8.68E-04,0.012,-0.012,0.0108,-0.0068
8.68E-04,0.004,0.02,-0.0028,0.0092
8.68E-04,-0.004,-0.004,0.0012,-0.0036
8.68E-04,0.004,0.012,0.0052,0.0108
8.68E-04,0.004,-0.004,0.0124,-0.0036
8.68E-04,0.004,0.012,0.0052,0.0076
8.68E-04,0.004,-0.004,0.0028,-0.0084
8.68E-04,0.004,0.012,0.0044,0.0132
8.68E-04,0.012,-0.004,0.0052,-0.002
8.68E-04,0.004,0.012,0.0068,0.0044
8.68E-04,0.004,-0.004,0.0012,-0.0028
8.68E-04,0.004,0.012,0.0004,0.0068
8.68E-04,0.004,-0.004,0.0028,-0.0036
8.68E-04,0.012,0.012,0.0012,0.0084
8.68E-04,0.004,-0.012,0.0052,0.0004
8.68E-04,0.004,0.012,0.0004,0.0052
8.68E-04,0.004,-0.004,0.0044,-0.002
8.68E-04,0.004,0.012,0.0052,0.0092
8.68E-04,0.004,-0.004,0.0036,-0.0004
8.68E-04,-0.004,0.012,0.0012,0.0084
8.68E-04,0.004,-0.004,-0.002,0.0004
8.68E-04,0.004,0.02,0.0004,0.0084
8.68E-04,0.004,-0.004,0.0004,-0.0084
8.68E-04,0.004,0.012,0.0012,0.0092
8.68E-04,0.004,-0.004,-0.0004,-0.0012
8.68E-04,-0.004,0.012,0.0012,0.006
8.68E-04,0.004,-0.004,0.0044,-0.002
8.68E-04,-0.004,0.004,-0.0012,0.0076
8.68E-04,-0.004,-0.004,0.0012,-0.0036
8.68E-04,-0.004,0.004,0.002,0.0044
8.68E-04,0.004,-0.004,-0.002,-0.002
8.68E-04,0.004,0.012,0.0044,0.0028
8.68E-04,0.004,-0.004,0.002,-0.006
8.69E-04,0.004,0.004,0.0012,0.0052
8.69E-04,-0.004,-0.004,0.0028,-0.0052
8.69E-04,0.004,0.004,0.0084,0.0044
8.69E-04,0.004,-0.004,-0.0012,-0.0036
8.69E-04,-0.004,0.012,0.002,0.0084
8.69E-04,0.004,-0.004,0.0012,-0.0036
8.69E-04,0.012,0.004,-0.0012,0.006
8.69E-04,0.004,-0.004,0.0044,-0.0012
8.69E-04,0.004,0.012,0.0052,0.0036
8.69E-04,-0.004,-0.004,-0.0036,-0.0044
8.69E-04,0.004,0.012,-0.0028,0.0076
8.69E-04,0.012,-0.004,-0.0004,-0.0036
8.69E-04,0.012,0.012,-0.002,0.0092
8.69E-04,0.012,-0.004,-0.0012,-0.0036
8.69E-04,0.012,0.012,-0.002,0.0084
8.69E-04,0.004,-0.004,0.0004,-0.0036
8.69E-04,-0.004,0.012,0.0052,0.0124
8.69E-04,-0.004,-0.004,0.0052,-0.002
8.69E-04,0.004,0.012,0.0012,0.0076
8.69E-04,0.004,-0.004,0.0156,-0.0116
8.69E-04,0.004,0.02,0.0164,0.0148
8.69E-04,0.004,-0.004,0.0068,-0.0108
8.69E-04,-0.004,0.012,0.0028,0.018
8.69E-04,0.004,-0.004,0.0028,-0.0068
8.69E-04,-0.004,0.012,0.0012,0.0132
8.69E-04,0.004,-0.004,0.0036,-0.0036
8.69E-04,0.004,0.012,0.0036,0.0084
8.69E-04,0.004,-0.004,0.0028,-0.0004
8.69E-04,0.004,0.012,0.0052,0.0052
8.69E-04,0.004,-0.004,0.0076,-0.0004
8.69E-04,-0.004,0.012,-0.0012,0.0068
8.69E-04,0.004,-0.004,-0.0004,-0.0068
8.69E-04,0.004,0.012,-0.0004,0.0076
8.69E-04,0.004,-0.004,0.0004,-0.0044
8.69E-04,-0.004,0.004,-0.0012,0.0052
8.69E-04,-0.004,-0.004,-0.0036,-0.0028
8.69E-04,-0.004,0.012,-0.0004,0.0084
8.69E-04,-0.004,-0.004,0.0012,-0.0052
8.69E-04,-0.004,0.012,0.0004,0.0044
8.69E-04,-0.004,-0.004,-0.0036,-0.002
8.69E-04,-0.004,0.012,-0.0012,0.002
8.69E-04,0.004,-0.004,0.0004,-0.0092
8.69E-04,0.004,0.004,0.002,0.0052
8.69E-04,-0.004,-0.004,0.0036,-0.006
8.69E-04,0.004,0.004,-0.0028,0.0036
8.69E-04,0.004,-0.004,-0.0004,-0.0044
8.69E-04,-0.004,0.004,0.0028,0.0036
8.69E-04,-0.004,-0.012,-0.0012,-0.0044
8.69E-04,0.004,0.012,-0.0012,0.0068
8.69E-04,0.004,-0.004,0.0004,-0.0012
8.69E-04,0.004,0.012,0.0028,0.0028
8.69E-04,-0.004,-0.004,0.006,-0.01
8.69E-04,-0.004,0.02,0.006,0.0028
8.69E-04,-0.004,-0.012,0.0044,-0.0036
8.69E-04,-0.004,0.012,0.0004,0.0108
8.69E-04,0.004,-0.004,0.0092,-0.0036
8.69E-04,0.004,0.012,0.0028,0.0044
8.69E-04,0.004,-0.004,-0.0028,-0.0084
8.69E-04,0.004,0.012,0.002,0.0124
8.69E-04,0.004,-0.004,0.0004,-0.0036
8.69E-04,-0.004,0.012,0.0044,0.0044
8.69E-04,-0.004,-0.004,0.002,-0.0004
8.70E-04,0.004,0.012,-0.002,0.0052
8.70E-04,0.004,-0.004,0.0028,-0.0044
8.70E-04,-0.004,0.012,0.0044,0.0068
8.70E-04,-0.004,-0.004,0.0028,-0.0004
8.70E-04,0.004,0.004,-0.002,0.0068
8.70E-04,-0.004,-0.004,0.0012,-0.0028
8.70E-04,-0.004,0.012,0.0012,0.0092
8.70E-04,-0.004,-0.004,0.002,-0.0012
8.70E-04,0.004,0.004,0.002,0.0052
8.70E-04,0.004,-0.004,-0.0036,-0.0004
8.70E-04,0.004,0.02,0.0044,0.0052
8.70E-04,0.004,-0.004,0.0052,-0.006
8.70E-04,0.004,0.012,0.002,0.006
8.70E-04,0.004,-0.004,-0.0004,-0.0044
8.70E-04,-0.004,0.012,0.0044,0.0068
8.70E-04,0.004,-0.004,0.0028,-0.0036
8.70E-04,0.004,0.012,0.002,0.0052
8.70E-04,0.004,-0.004,0.0036,-0.0044
8.70E-04,0.012,0.012,0.0012,0.0084
8.70E-04,-0.004,-0.004,0.0012,-0.002
8.70E-04,-0.004,0.012,0.0052,0.0036
8.70E-04,0.004,-0.004,-0.0012,-0.0068
8.70E-04,0.004,0.012,-0.0012,0.0052
8.70E-04,0.004,-0.004,0.0012,-0.0044
8.70E-04,0.004,0.004,0.002,0.0052
8.70E-04,-0.004,-0.004,-0.002,-0.0028
8.70E-04,0.004,0.012,-0.0028,0.0036
8.70E-04,0.004,-0.004,0.0004,-0.0044
8.70E-04,-0.004,0.012,0.0028,0.0092
8.70E-04,-0.004,-0.004,0.002,-0.002
8.70E-04,-0.004,0.012,-0.0028,0.0068
8.70E-04,-0.004,-0.004,0.002,-0.0028
8.70E-04,0.004,0.012,0.0012,0.0052
8.70E-04,-0.004,-0.012,0.0028,-0.006
8.70E-04,-0.012,0.012,0.0028,0.006
8.70E-04,-0.004,-0.012,-0.0004,-0.0052
8.70E-04,-0.004,0.012,0.0036,0.0044
8.70E-04,0.004,-0.004,0.0036,-0.0044
8.70E-04,0.004,0.012,0.0068,0.01
8.70E-04,0.004,-0.004,0.0092,-0.0068
8.70E-04,0.004,0.012,0.01,0.0068
8.70E-04,-0.004,-0.004,0.01,-0.0132
8.70E-04,-0.004,0.012,0.0068,0.0116
8.70E-04,-0.004,-0.004,-0.0052,-0.0116
8.70E-04,0.004,0.012,-0.0076,0.0164
8.70E-04,0.004,-0.004,-0.0036,-0.0132
8.70E-04,-0.004,0.012,0.0052,0.014
8.70E-04,0.004,-0.004,-0.002,-0.0076
8.70E-04,-0.004,0.012,0.0004,0.0084
8.70E-04,-0.004,-0.004,0.0004,-0.002
8.70E-04,-0.012,0.012,0.0004,0.0036
8.70E-04,-0.004,-0.012,0.0012,-0.0012
8.70E-04,-0.004,0.012,-0.0028,0.0028
8.70E-04,0.004,-0.004,-0.0028,-0.006
8.70E-04,0.004,0.012,0.0028,0.0036
8.70E-04,-0.004,-0.004,0.0004,-0.0052
8.70E-04,0.004,0.004,-0.0028,0.0052
8.70E-04,-0.004,-0.004,-0.0004,-0.0028
8.70E-04,0.004,0.012,0.006,0.0028
8.70E-04,0.004,-0.004,0.0036,-0.0052
8.70E-04,0.004,0.004,0.0004,0.0076
8.70E-04,0.004,-0.004,-0.0004,-0.0028
8.70E-04,0.004,0.004,-0.0036,0.0044
8.71E-04,0.004,-0.004,0.0044,-0.0068
8.71E-04,-0.004,0.012,0.0028,0.0044
8.71E-04,0.004,-0.004,0.0004,-0.0052
8.71E-04,0.004,0.012,-0.0004,0.0052
8.71E-04,-0.004,-0.004,0.01,-0.0012
8.71E-04,0.004,0.012,0.0004,0.0036
8.71E-04,0.004,-0.004,-0.0012,-0.0052
8.71E-04,0.004,0.012,-0.0012,0.01
8.71E-04,-0.004,-0.004,0.0004,-0.0036
8.71E-04,-0.004,0.012,0.0044,0.006
8.71E-04,-0.004,-0.012,0.0068,-0.002
8.71E-04,0.004,0.012,-0.0036,0.0044
8.71E-04,0.004,-0.012,-0.0004,-0.0052
8.71E-04,0.004,0.02,0.002,0.0092
8.71E-04,0.004,-0.004,-0.0004,-0.0036
8.71E-04,0.004,0.012,-0.0084,0.01
8.71E-04,0.004,-0.004,-0.0012,-0.0084
8.71E-04,0.004,0.012,0.002,0.0132
8.71E-04,-0.004,-0.004,0.0028,-0.0084
8.71E-04,0.004,0.012,0.0028,0.0132
8.71E-04,0.004,-0.004,-0.0036,0.0004
8.71E-04,0.004,0.012,0.002,0.006
8.71E-04,-0.004,-0.004,0.0068,-0.0044
8.71E-04,-0.004,0.012,0.0012,0.006
8.71E-04,0.004,-0.004,-0.0004,-0.0036
8.71E-04,-0.004,0.012,0.0012,0.0068
8.71E-04,0.004,-0.004,0.0052,-0.0028
8.71E-04,-0.004,0.012,0.0036,0.0044
8.71E-04,0.004,-0.004,0.002,-0.0044
8.71E-04,0.012,0.012,0.0004,0.0108
8.71E-04,-0.004,-0.004,0.0004,-0.002
8.71E-04,-0.004,0.012,0.0036,0.0044
8.71E-04,-0.004,-0.004,-0.0004,-0.006
8.71E-04,-0.004,0.012,-0.0012,0.006
8.71E-04,0.004,-0.004,0.0028,-0.0036
8.71E-04,-0.004,0.012,0.0036,0.0052
8.71E-04,-0.004,-0.004,0.0044,-0.0012
8.71E-04,-0.004,0.012,-0.0028,0.0044
8.71E-04,-0.004,-0.004,-0.002,-0.006
8.71E-04,-0.004,0.004,0.0012,0.01
8.71E-04,-0.004,-0.004,0.0028,-0.0036
8.71E-04,0.004,0.012,0.0036,0.0068
8.71E-04,0.004,-0.004,-0.002,-0.002
8.71E-04,0.004,0.012,-0.0012,0.0076
8.71E-04,0.004,-0.004,0.0012,-0.0092
8.71E-04,-0.004,0.012,0.002,0.0052
8.71E-04,0.004,-0.004,-0.0044,-0.0004
8.71E-04,0.004,0.004,-0.002,0.0044
8.71E-04,-0.004,-0.004,0.0044,-0.006
8.71E-04,0.004,0.004,0.0012,0.0084
8.71E-04,0.012,-0.004,-0.0028,-0.0044
8.71E-04,0.004,0.012,-0.0012,0.0044
8.71E-04,-0.004,-0.012,-0.006,-0.0028
8.71E-04,0.004,0.012,0.0052,0.002
8.71E-04,0.004,-0.012,-0.0012,-0.01
8.71E-04,0.012,0.012,-0.0076,0.006
8.71E-04,0.012,-0.012,0.0012,-0.0076
8.71E-04,0.004,0.012,0.0092,0.0028
8.71E-04,0.004,-0.012,0.002,-0.0076
8.71E-04,-0.004,0.012,-0.0004,0.0092
8.71E-04,-0.004,-0.004,0.0004,-0.01
8.71E-04,-0.004,0.012,-0.0092,0.0084
8.72E-04,-0.004,-0.004,-0.002,-0.0092
8.72E-04,0.004,0.012,-0.01,0.0076
8.72E-04,0.004,-0.012,-0.0132,-0.014
8.72E-04,0.012,0.012,-0.0004,0.0092
8.72E-04,-0.004,-0.004,0.006,-0.0148
8.72E-04,0.004,0.012,0.0036,0.0148
8.72E-04,0.004,-0.004,-0.002,-0.0076
8.72E-04,0.004,0.004,0.002,0.0092
8.72E-04,0.004,-0.004,0.002,-0.0036
8.72E-04,0.004,0.012,0.0004,0.0052
8.72E-04,0.004,-0.004,0.0004,-0.002
8.72E-04,0.004,0.012,-0.0092,0.0036
8.72E-04,0.004,-0.004,0.0028,-0.0092
8.72E-04,0.004,0.012,0.0044,0.0076
8.72E-04,0.004,-0.004,0.0012,-0.0084
8.72E-04,0.004,0.012,0.002,0.0076
8.72E-04,-0.004,-0.004,0.006,-0.0012
8.72E-04,-0.004,0.012,0.0044,0.0044
8.72E-04,0.004,-0.004,0.0028,-0.0044
8.72E-04,0.004,0.012,0.002,0.0084
8.72E-04,-0.004,-0.004,0.002,-0.002
8.72E-04,-0.004,0.012,0.006,0.006
8.72E-04,0.004,-0.004,0.0068,0.0004
8.72E-04,0.004,0.012,-0.0004,0.006
8.72E-04,0.004,-0.004,0.0004,-0.0068
8.72E-04,-0.004,0.012,0.0028,0.0092
8.72E-04,0.004,-0.004,0.0012,-0.0044
8.72E-04,0.012,0.012,-0.0004,0.006
8.72E-04,-0.004,-0.004,-0.0004,-0.002
8.72E-04,0.004,0.012,0.0036,0.0092
8.72E-04,0.004,-0.004,0.0036,-0.0044
8.72E-04,0.004,0.012,0.0012,0.0036
8.72E-04,0.004,-0.004,-0.0076,-0.0012
8.72E-04,0.004,0.012,-0.0004,0.0036
8.72E-04,-0.004,-0.012,0.0044,-0.01
8.72E-04,-0.004,0.012,-0.0028,0.0084
8.72E-04,-0.004,-0.012,-0.0028,-0.0052
8.72E-04,0.004,0.012,-0.0036,0.0084
8.72E-04,-0.004,-0.004,0.0052,-0.006
8.72E-04,0.004,0.012,0.0044,0.0036
8.72E-04,0.004,-0.004,0.0012,-0.0116
8.72E-04,0.004,0.012,0.002,0.0124
8.72E-04,-0.004,-0.004,0.0028,-0.0036
8.72E-04,-0.004,0.012,0.0012,0.0028
8.72E-04,0.004,-0.004,0.0036,-0.0076
8.72E-04,-0.004,0.012,0.0012,0.0052
8.72E-04,0.004,-0.004,-0.0004,-0.0044
8.72E-04,-0.004,0.004,0.0004,0.0052
8.72E-04,-0.004,-0.004,0.0092,-0.0004
8.72E-04,-0.004,0.012,-0.0012,0.002
8.72E-04,0.004,-0.004,-0.0012,-0.0036
8.72E-04,-0.004,0.012,0.0036,0.0092
8.72E-04,0.004,-0.004,0.0028,-0.0028
8.72E-04,0.004,0.012,0.0076,0.006
8.72E-04,0.004,-0.004,0.0044,-0.0012
8.72E-04,0.004,0.012,-0.0004,0.0076
8.72E-04,0.004,-0.004,0.0004,-0.0068
8.72E-04,-0.004,0.012,0.002,0.0108
8.72E-04,0.004,-0.004,-0.0004,-0.002
8.72E-04,0.004,0.012,-0.0028,0.0052
8.72E-04,0.004,-0.004,0.0044,-0.0036
8.72E-04,-0.004,0.012,0.0028,0.01
8.72E-04,0.004,-0.004,-0.0012,-0.0012
8.73E-04,-0.004,0.012,0.0004,0.0052
8.73E-04,-0.004,-0.004,-0.006,-0.002
8.73E-04,-0.004,0.012,0.0052,0.0052
8.73E-04,0.004,-0.004,0.006,-0.0076
8.73E-04,0.004,0.012,0.0028,0.01
8.73E-04,0.004,-0.004,0.0012,-0.0052
8.73E-04,-0.004,0.004,0.0076,0.0092
8.73E-04,-0.004,-0.004,0.0052,-0.002
8.73E-04,-0.004,0.012,0.0004,0.0076
8.73E-04,-0.004,-0.004,0.0004,-0.0044
8.73E-04,-0.012,0.012,0.0028,0.0084
8.73E-04,-0.004,-0.012,0.0068,-0.0028
8.73E-04,-0.004,0.012,0.0092,0.0028
8.73E-04,-0.004,-0.012,-0.0028,-0.0108
8.73E-04,-0.012,0.012,-0.0012,0.0092
8.73E-04,-0.012,-0.012,0.0004,-0.0076
8.73E-04,-0.004,0.012,-0.0004,0.0076
8.73E-04,-0.004,-0.012,-0.002,-0.0036
8.73E-04,-0.004,0.012,-0.0068,0.0036
8.73E-04,0.004,-0.004,-0.0044,-0.0068
8.73E-04,0.004,0.012,-0.0012,0.0092
8.73E-04,0.004,-0.012,-0.0068,-0.0076
8.73E-04,0.004,0.012,-0.0076,0.0044
8.73E-04,-0.004,-0.012,0.0004,-0.0148
8.73E-04,-0.004,0.012,0.0108,0.0116
8.73E-04,0.004,-0.004,0.0084,-0.0156
8.73E-04,0.004,0.004,0.0012,0.014
8.73E-04,-0.004,-0.004,-0.0044,-0.01
8.73E-04,0.004,0.012,-0.0004,0.0132
8.73E-04,0.004,-0.004,0.0012,-0.0068
8.73E-04,0.004,0.004,-0.0004,0.0076
8.73E-04,-0.004,-0.004,0.002,-0.002
8.73E-04,-0.004,0.012,0.0028,0.0036
8.73E-04,-0.004,-0.004,0.006,-0.002
8.73E-04,0.004,0.012,0.006,0.0036
8.73E-04,0.004,-0.004,0.0028,-0.0092
8.73E-04,-0.004,0.012,0.0028,0.0092
8.73E-04,0.004,-0.004,0.0028,-0.0052
8.73E-04,0.004,0.004,0.0068,0.0044
8.73E-04,0.004,-0.004,-0.002,-0.002
8.73E-04,0.004,0.012,0.0012,0.0092
8.73E-04,0.004,-0.004,0.002,-0.0036
8.73E-04,0.004,0.012,0.0028,0.006
8.73E-04,0.004,-0.004,0.0036,-0.0004
8.73E-04,0.004,0.012,-0.002,0.0036
8.73E-04,0.004,-0.004,-0.0012,-0.0076
8.73E-04,0.004,0.012,0.0028,0.0076
8.73E-04,0.004,-0.004,0.0004,-0.0036
8.73E-04,0.004,0.012,-0.0004,0.0052
8.73E-04,0.004,-0.004,-0.0004,-0.0012
8.73E-04,0.004,0.012,0.0068,0.0028
8.73E-04,-0.004,-0.004,0.0012,-0.0052
8.73E-04,0.004,0.012,0.0004,0.0084
8.73E-04,-0.004,-0.004,-0.0004,-0.0012
8.73E-04,0.004,0.012,-0.0028,0.0068
8.73E-04,0.004,-0.012,0.0068,-0.0076
8.73E-04,0.004,0.012,0.0084,0.002
8.73E-04,-0.004,-0.004,0.0012,-0.0052
8.73E-04,-0.004,0.012,0.002,0.0092
8.73E-04,-0.004,-0.004,0.0124,-0.0036
8.73E-04,-0.004,0.012,0.0076,0.0052
8.73E-04,-0.004,-0.004,-0.002,-0.0116
8.74E-04,-0.004,0.012,0.0028,0.0124
8.74E-04,-0.004,-0.004,0.002,-0.006
8.74E-04,0.004,0.012,0.0044,0.0044
8.74E-04,0.004,-0.004,0.0004,-0.0028
8.74E-04,-0.004,0.012,-0.0052,0.0044
8.74E-04,0.004,-0.004,-0.0004,-0.0068
8.74E-04,-0.004,0.004,0.0012,0.0076
8.74E-04,-0.004,-0.004,0.0004,-0.0052
8.74E-04,0.004,0.012,-0.0036,0.0044
8.74E-04,0.004,-0.004,0.002,-0.0044
8.74E-04,-0.004,0.012,0.0012,0.0076
8.74E-04,0.012,-0.004,-0.0004,-0.0028
8.74E-04,-0.004,0.004,-0.002,0.0044
8.74E-04,-0.004,-0.004,-0.0092,-0.002
8.74E-04,-0.004,0.012,0.0028,0.0052
8.74E-04,-0.004,-0.004,0.0044,-0.0092
8.74E-04,0.004,0.012,0.002,0.0092
8.74E-04,0.004,-0.004,0.0028,-0.0052
8.74E-04,0.004,0.012,0.006,0.0084
8.74E-04,-0.004,-0.004,0.0052,-0.0004
8.74E-04,0.004,0.012,0.0036,0.006
8.74E-04,-0.004,-0.004,0.0052,-0.0028
8.74E-04,0.004,0.004,0.0052,0.01
8.74E-04,0.004,-0.004,0.0044,-0.0004
8.74E-04,0.004,0.012,0.006,0.0052
8.74E-04,-0.004,-0.004,-0.0004,-0.0052
8.74E-04,-0.004,0.012,0.0004,0.0076
8.74E-04,-0.004,-0.004,0.0036,-0.0028
8.74E-04,0.004,0.004,0.0036,0.0084
8.74E-04,0.004,-0.004,0.0004,0.0004
8.74E-04,-0.004,0.012,-0.0004,0.0036
8.74E-04,0.004,-0.004,0.002,-0.002
8.74E-04,0.012,0.004,0.0012,0.0092
8.74E-04,0.004,-0.004,0.0012,0.0004
8.74E-04,0.004,0.012,-0.0012,0.006
8.74E-04,0.004,-0.004,0.0036,-0.0012
8.74E-04,0.004,0.012,0.0004,0.006
8.74E-04,0.012,-0.004,0.002,-0.0044
8.74E-04,0.012,0.012,0.0004,0.0092
8.74E-04,0.012,-0.012,-0.0012,-0.0004
8.74E-04,0.012,0.02,0.0004,0.0044
8.74E-04,0.004,-0.004,0.002,-0.0036
8.74E-04,-0.004,0.012,0.006,0.0108
8.74E-04,-0.004,-0.004,0.0124,-0.006
8.74E-04,-0.004,0.012,0.0132,0.0068
8.74E-04,-0.004,-0.012,0.0092,-0.0148
8.74E-04,-0.004,0.012,0.01,0.0132
8.74E-04,-0.004,-0.004,-0.0012,-0.01
8.74E-04,-0.004,0.012,-0.0044,0.0164
8.74E-04,0.004,-0.004,-0.0036,-0.014
8.74E-04,-0.004,0.012,0.0052,0.0124
8.74E-04,-0.004,-0.004,0.0012,-0.006
8.74E-04,-0.004,0.004,0.0028,0.0068
8.74E-04,0.004,-0.004,0.0004,-0.0028
8.74E-04,0.004,0.004,-0.002,0.006
8.74E-04,-0.004,-0.004,0.0012,-0.0044
8.74E-04,-0.004,0.012,-0.0012,0.0028
8.74E-04,0.004,-0.004,-0.0068,-0.006
8.74E-04,-0.004,0.004,-0.0028,0.0028
8.74E-04,-0.004,-0.004,-0.0028,-0.0068
8.74E-04,-0.004,0.004,-0.002,0.0036
8.74E-04,-0.004,-0.004,-0.0052,-0.0036
8.74E-04,-0.004,0.004,0.0004,0.002
8.75E-04,-0.004,-0.004,0.0004,-0.0068
